21.3333,0.311442
21.3333,0.273697
16,0.835524
21.3333,0.282059
16,0.168569
16,0.717354
15.75,0.00574031
15.75,0.117547
21,0.905051
15.75,0.0120671
15.75,0.0239545
21,0.0131539
15.5,0.00467391
15.5,0.0056535
15.5,0.256374
15.5,0.00109346
15.5,0.00848112
15.5,0.776945
15.25,0.127076
12.2,0.00587771
15.25,0.040592
15.25,0.00812237
12.2,0.0216529
12.2,0.00160922
15,0.023191
15,0.0164447
15,0.00248773
15,0.000219147
15,0.000456922
12,0.000539859
11.8,0.0001409
14.75,0.00362532
14.75,0.000544249
14.75,0.000261695
14.75,0.00157912
14.75,0.000373777
14.5,7.24163e-05
14.5,0.00084096
14.5,0.0812721
11.6,0.00937177
11.6,0.012569
14.5,0.00121636
11.4,0.000934938
14.25,0.00172583
11.4,0.000591091
11.4,0.000205527
14.25,0.000182039
14.25,0.000242894
11.2,0.00060103
11.2,0.00265267
9.33333,0.000109323
14,0.002081
11.2,0.000365944
9.33333,0.0129462
11,0.000312587
11,0.0002272
13.75,0.000916072
11,0.000353722
9.16667,0.000370818
9.16667,4.19696e-05
